Starknet address;Allocation
0x0406f717e5f05330e1d769ff96b26e98362d0e79171a2693412f2ecac8f30b4c;10.3914457618488
0x06424182c1647ff6238dBE09a300dA58c2873Bf3406D53CC7398fA6D5B0b0710;365.778890817079
0x0452cfD540DF57cC877A57bB954C014b5D9fc53e983FA9Bf49a19a9b178Fa46f;369.935469121819
0x001508c4853f7e1ce426f04a67e1673ed941f142d69348a636d61816854fceb6;378.248625731298
0x047683b56379390dD77f5dda4cBB48CC34918195ee2c8f56221C4Ad47d3db9c1;392.796649797886
0x04aaeae5635b0da1c9041c4baadb5eb916c7044a3be5a4f85764988efec10a4e;407.344673864475
0x04819E2AE376C33f798AF72d8F1567AB6016616286c7630C1B24CC6Fa14dB4c1;408.38381844066
0x065d2419a038a0e7953f213d639538490c3f354d0d58e4cc9e2cf5b5b0c3e427;409.422963016845
0x0152c2a31b60faca5ef12f63545140bab3934ef131be9e44303f2b8f21aebec5;411.501252169214
0x07ABcb55Efb331047609C2fF06f5a6704A034BF70b33166286bD3E3C02598bf4;412.540396745399
0x007506de8FAfC710eCff05A5A59E5f0bbA86fb194CA96648314fC3BCe9ffCd56;417.736119626324
0x06aef8129000df3ad3a196b0ead66fd64cd9bfd7065e361767104510ea9086b2;420.853553354878
0x00a3277903655d57bd33c5215360078f7924d0868a9a235780dce22ef5dd9edf;428.127565388173
0x057f75b3e83e508206ecc1346b6e453160f7b5255be3aa5de5389439ffcd38b2;431.244999116727
0x029c339266a9ad35d5Cc64c23bf13b7156e72c27B7dF743661537A98Af8260b3;433.323288269097
0x01210c17363bcfebb20b1fedde4b471ec162af4f5eb1d3f6a354614b3f8a4d57;435.401577421467
0x022a6beca2d6ae8a7a669c737801a01098383bd767900f2bea0eb5b5a8cc0446;443.714734030946
0x06c120581dFBF7CA8E072509e3540df4061B5681394c772325E0e838840E087F;448.91045691187
0x024f823fcefa3c2a88f96dad6d90c637df2c13f42bb2ae3df88348a7de50d885;458.262758097534
0x03ba84ac75d6e421875e9bb8716be40d2af9f04ab6cd37704ef501135ed56490;462.419336402274
0x045b360a6c97439ce7e7d331c9ea2525d1ca29d2c8f49e0d71c58fff1d624cb7;479.045649621232
0x05f1484670ed7d235c1111f328a9602acb4873be2642fbfb922e8bf80dfd0742;481.123938773602
0x07929d5b02cff2159ec6d2ab60cd67adc83931422eb999e7a6075b18eb712681;489.437095383081
0x02127366741577f6290f2cd1597bf3cb11cc02abc4c0f2529c886ea898c7a0b7;494.632818264005
0x04f50cd34d2d718dd9957d3d12440a8bc0d222712ee4e7410928f76f5dc32e0c;505.024264025854
0x05b3b936D5e79979e807Fd640803CC8FD145905a138E93e3B6e1Fa0d2013f42C;523.728866397182
0x0093eb41ec727639c7e7e3b4af099dc56f25117d99e2a354416f31ef9289fdc4;541.394324192325
0x04567d39e86167f3b5a395c46cb0edfab99bf08ac6360a8fff7f62e93c96584a;543.472613344695
0x0567ff9376f3b8ee1bfc251e48946e38e3e51ee7cd3d7e28929a7183eac93b3d;544.51175792088
0x057e1addd3aa0218dcb1e1d415bad6331bbac2cc65e00a1d331c0c032d4c6dcf;547.629191649434
0x021eccacff85d2ed60b7f9517e97e03d919e0189640f20c6d9b99bf6cf9ba4b8;552.824914530359
0x0422698a24de561c9c518ad91e30618c91678c628447270c04f2ae69380f23b5;559.059781987468
0x045d82df253ad090528dd44dc5697f6e473eb82e339a97293e37134f0dc3fd5b;567.372938596947
0x00082e7aca8e5241da688d9f3e16f4378c7763f22385d917f82881a01efa4c6f;613.496932515337
0x0018e1423e38fa399a171582db47b46058faac5551bff5e0c9ba617db9dac0f4;613.496932515337
0x0037cac1bc5b4524e2740b4c18f379908dee68f3b46359c28c1acb2ccf788a28;613.496932515337
0x005c9d92c1f95940807d8117c3e01254407ab5fb7aaf8930e985852cb6e76c55;613.496932515337
0x005dd358abe2cb9b8d175083148fb02fc057ee6e428ac62b5c59fec689bbe6b0;613.496932515337
0x007443208d577d9af7bad91242b981635a7e439456b665af8b428edd06074e48;613.496932515337
0x0096b6306d980a63ce3d6b333cff1ebe1fa8c3be1445125a7c77f9f6a35efb2d;613.496932515337
0x009b5a61108c09090fda650a86c386d039ef732993e591e42605708b8ae875d1;613.496932515337
0x01271b6145d671c16e7cfcc2c3982013411f2de724bc72ac39e45f43e6e8bde1;613.496932515337
0x01ab597d248ef53330bc3e11978d23a00476d7f9bb98b5f2166c8b649251b448;613.496932515337
0x02145682c380162ad75306ef694e2347c5794bbf6462ba14eaa06685477717b9;613.496932515337
0x0219d78ddd2bcbcfd138f9448f923cb9f9d30bea7fa9397e82c25a17a8db2eb6;613.496932515337
0x022929ec5e2dd244456d8fd0729f16e5ce2412241ec2a856e09d603bddddd0c3;613.496932515337
0x02432d6a998dccb01d0cbbba03da69989b302d876491dd1ccb97dd4d0be0d152;613.496932515337
0x025a2766b98045466db7aa3a8b255771548d21dff0190e6e9f7578d3d3b7716a;613.496932515337
0x0291e92ff6ac0c62c41f680b837b175f5e89397c9cf52f636ec411058919e806;613.496932515337
0x02a764b0b401467fed1357dc8898636aa64c78e718875f003a8961c1e8f275e2;613.496932515337
0x02b2cbe2fb9458c39050d68fcb422ccb7abee700bb678fefbfac90d4c6610607;613.496932515337
0x02b6235f908baff1c049d9a13e987c52eb97549bbbce97068b648d2a4fe6fbc0;613.496932515337
0x02f20c2d546c37afcfce64f527f6fb1205351d685f28e9ce6ada87198b68d68c;613.496932515337
0x02f2ce5b577b38c86710a51876ada5c7891bcf2ebdbf891f06bafa3a3a12463f;613.496932515337
0x02fab5d5127891bd4f89dac4a786ffb993c2bab22a146ce97943a018d09dbdb0;613.496932515337
0x033112a0e8024663e8cda87fcaa29010b6b22ecfbe437e755edd0edc9946e522;613.496932515337
0x0357160e33853d3eddfb32a2a3e132f0963c8821d0423f82091f5505fabb36d8;613.496932515337
0x0372758a663f83bf6bd63721d1995d700dca17dfcd306dc98f61644f8ab46190;613.496932515337
0x038f16dbaf0a1c19994359d4ff21911a173668c7cf191cceb465ef1943ab7c87;613.496932515337
0x03c52a51e2db8e29a19a95b1a2377192e350c8f648052f70a67a8530a7c53cb8;613.496932515337
0x03e71a0885c2902a2804789b2f9f94ab199ac21d68b2668c14e9417fa3e6dbc9;613.496932515337
0x03fc3bed8f2835a8d20861d3096a03f055d9e859f0106451487b18bc8249dbd5;613.496932515337
0x040677ab2168bcf1db49404fe619d1d4cc551fe978200d650e5915d9ec81a160;613.496932515337
0x04086ed180f886b2195f49f9eba0e0a59e49a381390cdceb8fcfafaa169008a9;613.496932515337
0x041bccd3d1d63aac4565237aa93eab213a23a5b4806a4330019de10e8e7cdb11;613.496932515337
0x041e64836e03a79018afee336fa3c1397daed46fd66449bd1c6481a12c8c2ade;613.496932515337
0x042a4eee628b3032e243da034fe73e561bc476e3032b779a1f52fdd9a4408680;613.496932515337
0x045852943a08c6a27062f7922cd016f484817d1af4ccac7870512a4bf2257bcd;613.496932515337
0x0471d2032fdf0a50718c4c2e1d47e31e059ae6b846095c6d1b224ef2c7aebf18;613.496932515337
0x047701c88e83e9c755914f91ed859dd837ba806beaa9b65121f4289d7134af58;613.496932515337
0x04A1E89c1b9680B267e17DD8f13931451D3FF81628cb0A3cAc1E96735a5954Ae;613.496932515337
0x04b047ea24f1b6d669fc1970302a31506a31b690914c4a2771f22da362450355;613.496932515337
